name,address,latitude,longitude,stars,price,family oriented,history oriented,activity oriented,nature oriented,food oriented,shopping oriented
Penn's Landing Dog Park,1 N Delaware Ave,39.949744,-75.139647,4.0,$,low family oriented,no history oriented,medium activity oriented,medium nature oriented,no food oriented,no shopping oriented
Penn's Landing,601 N Christopher Columbus Blvd,39.9600237,-75.1371563,3.5,$,high family oriented,medium history oriented,medium activity oriented,medium nature oriented,medium food oriented,low shopping oriented
Penn's Landing,Blue Cross River Rin,39.9479483,-75.1397376,4.0,$$,high family oriented,medium history oriented,medium activity oriented,high nature oriented,high food oriented,low shopping oriented
Pennsylvania Academy of Fine Arts,118-128 N Broad St,39.955637,-75.16349,4.5,$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,low food oriented,medium shopping oriented
Pennypack Park,8635 Pine Rd,40.0897361,-75.0701876,4.0,$,medium family oriented,no history oriented,medium activity oriented,high nature oriented,no food oriented,no shopping oriented
Percy Street Project,1300 Block S Percy St,39.9326831178,-75.1595464765,4.0,$,low family oriented,low history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Phil's Live Crabs,10 St And Oregon Ave,39.9159905,-75.164498,4.5,$$,low family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,medium shopping oriented
Philadelphia Art Alliance,251 S 18th St,39.9482091,-75.1708177,4.5,$,medium family oriented,low history oriented,low activity oriented,no nature oriented,medium food oriented,no shopping oriented
Philadelphia Brewing Company,2440 Frankford Ave,39.9826101,-75.1273561,4.5,$,no family oriented,medium history oriented,low activity oriented,low nature oriented,low food oriented,medium shopping oriented
Philadelphia Flower Show,1101 Arch St,39.9546231383,-75.1580399508,2.5,$$,low family oriented,no history oriented,low activity oriented,low nature oriented,medium food oriented,high shopping oriented
Philadelphia Insectarium & Butterfly Pavilion,8046 Frankford Ave,40.0425104,-75.0263674,4.0,$$$,medium family oriented,low history oriented,low activity oriented,medium nature oriented,no food oriented,low shopping oriented
Philadelphia International Festival of the Arts PIFA Street Fair,300 S Broad St Philadelphia,39.9466218,-75.1649506,4.0,$$$,high family oriented,low history oriented,medium activity oriented,low nature oriented,high food oriented,low shopping oriented
Philadelphia Museum of Art,2600 Benjamin Franklin Pkwy,39.965573,-75.180969,4.5,$$$,medium family oriented,high history oriented,low activity oriented,low nature oriented,low food oriented,low shopping oriented
Philadelphia Science Festival,222 N 20th St,39.952335,-75.163789,4.0,$,high family oriented,low history oriented,medium activity oriented,no nature oriented,low food oriented,no shopping oriented
Philadelphia Segway Tours By Wheel Fun Rentals,1 N Independence Mall W,39.9512828,-75.1500017,4.0,$$$,medium family oriented,high history oriented,medium activity oriented,low nature oriented,medium food oriented,no shopping oriented
Philadelphia Sightseeing Tours & Transportation,111 S Independence Mall E,39.9497654425,-75.1487727165,3.0,$$,medium family oriented,high history oriented,low activity oriented,low nature oriented,low food oriented,no shopping oriented
Philadelphia Soft Pretzels Inc,4315 N 3rd St,40.0166658,-75.1317594,5.0,$$,low family oriented,medium history oriented,no activity oriented,no nature oriented,high food oriented,low shopping oriented
Philadelphia Trolley Works,1350 Schuylkill Ave,39.9375741,-75.2037673,3.0,$$$,low family oriented,medium history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Philadelphia Urban Adventures,229 Arch St,39.952091,-75.1401399646,4.5,$$,medium family oriented,high history oriented,medium activity oriented,low nature oriented,high food oriented,medium shopping oriented
Philadelphia Weekly Taste of Philly,100 East Penn Square,39.9512944,-75.1619269,2.5,$$,low family oriented,low history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Philadelphia Zoo,3400 W Girard Ave,39.9719921474,-75.1962714728,4.0,$$$,high family oriented,medium history oriented,medium activity oriented,medium nature oriented,medium food oriented,low shopping oriented
Philadelphia's 9th Street Italian Market,919 S 9th St,39.9389055424,-75.157853149,4.5,$,medium family oriented,medium history oriented,medium activity oriented,no nature oriented,high food oriented,high shopping oriented
Philadelphia's Magic Gardens,1020 S St,39.942712,-75.159313,4.5,$,medium family oriented,medium history oriented,low activity oriented,low nature oriented,no food oriented,low shopping oriented
Philly Bike Tour,2015 Fairmount Ave,39.967468,-75.17083,5.0,$$,medium family oriented,high history oriented,medium activity oriented,medium nature oriented,no food oriented,no shopping oriented
Philly Brew Tours by City Brew Tours,1277 Filbert St,39.9530598,-75.1606397,5.0,$$$,no family oriented,medium history oriented,low activity oriented,no nature oriented,medium food oriented,no shopping oriented
Philly Dream Shop,254 South St,39.9412813,-75.1474966,4.0,$$,no family oriented,no history oriented,low activity oriented,no nature oriented,no food oriented,high shopping oriented
Philly Official Guide,229 Arch St,39.9367535,-75.1647938,5.0,$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Philly Pretzel Factory,1532 Sansom St,39.950452,-75.1670215,4.0,$,low family oriented,low history oriented,no activity oriented,no nature oriented,high food oriented,low shopping oriented
Philly Souvenir,64 N 3rd St Philadelphia,39.95188,-75.1454079,4.5,$$,low family oriented,low history oriented,no activity oriented,no nature oriented,no food oriented,high shopping oriented
Philly Tour Hub,7 N. Columbus Blvd,39.951459,-75.140206,5.0,$$,medium family oriented,medium history oriented,medium activity oriented,low nature oriented,medium food oriented,low shopping oriented
Photography Tours of Philadelphia,226 W Rittenhouse Sq,39.9490487,-75.1736448,5.0,$$$,low family oriented,medium history oriented,medium activity oriented,low nature oriented,no food oriented,no shopping oriented
Pizza Brain,2313 Frankford Ave,39.9806746,-75.1280968,4.0,$$,high family oriented,low history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Pleasant Hill Park,Linden Ave & Delaware Ave,40.0425577,-74.9909737,4.5,$,high family oriented,low history oriented,medium activity oriented,high nature oriented,low food oriented,no shopping oriented
Please Touch Museum,4231 Ave Of The Republic,39.979483,-75.20901,4.0,$$$,high family oriented,low history oriented,medium activity oriented,no nature oriented,medium food oriented,low shopping oriented
Polish American Cultural Center,308 Walnut St,39.9469769,-75.1469221,3.5,$,low family oriented,medium history oriented,low activity oriented,no nature oriented,low food oriented,medium shopping oriented
Pollyodd,1908 E Passyunk Ave,39.926397,-75.167749,5.0,$$,no family oriented,low history oriented,low activity oriented,no nature oriented,medium food oriented,high shopping oriented
Popeyes Louisiana Kitchen,4501 Castor Ave,40.016768,-75.096429,2.0,$,low family oriented,no history oriented,no activity oriented,no nature oriented,high food oriented,no shopping oriented
Powel House,244 S 3rd St,39.9457592,-75.1469267,4.5,$$,medium family oriented,high history oriented,low activity oriented,low nature oriented,no food oriented,no shopping oriented
Pretzel Park,4300 Silverwood St,40.0255502,-75.2210708,4.0,$,medium family oriented,low history oriented,medium activity oriented,medium nature oriented,medium food oriented,low shopping oriented
PrimoHoagies,1528 W Ritner St,39.9209271,-75.1733058,4.0,$,medium family oriented,low history oriented,no activity oriented,no nature oriented,high food oriented,no shopping oriented
Punk Rock Flea Market,461 N Ninth St,39.9604,-75.1528521,4.0,$,medium family oriented,low history oriented,low activity oriented,no nature oriented,medium food oriented,high shopping oriented
R & R Produce Garden Center,7100 Ridge Ave,40.0443723777,-75.2301057589,2.5,$,low family oriented,no history oriented,low activity oriented,medium nature oriented,medium food oriented,high shopping oriented
Race Street Pier,Race St & N Columbus Blvd,39.9532324138,-75.1398003101,4.5,$,medium family oriented,low history oriented,low activity oriented,medium nature oriented,no food oriented,no shopping oriented
Rail Park,1300 Noble St,39.9600847879,-75.1601659879,4.0,$,low family oriented,medium history oriented,low activity oriented,medium nature oriented,low food oriented,no shopping oriented
Reading Terminal Market,51 N 12th St,39.9533414645,-75.1588545174,4.5,$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,high food oriented,medium shopping oriented
Ready To Nosh Food Tours,1229 Chestnut St,39.9508655,-75.1613821,1.5,$$$,low family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Restaurant Week,660 Chestnut St,39.952335,-75.163789,3.5,$$,medium family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Rittenhouse Row Spring Festival,18th St & Walnut St,39.9496588223,-75.1674733311,4.0,$$$,low family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,medium shopping oriented
Rittenhouse Square District,210 W Rittenhouse Sq,39.9494,-75.1721,4.5,$$$,medium family oriented,low history oriented,medium activity oriented,medium nature oriented,low food oriented,low shopping oriented
Rittenhouse Square Park,1800 Walnut St,39.949479455,-75.1718883762,4.5,$$,medium family oriented,medium history oriented,low activity oriented,medium nature oriented,low food oriented,low shopping oriented
RiverLink Ferry System,Coulmbus Blvd And Walnut St,39.9440860716,-75.1321510462,3.5,$$,medium family oriented,low history oriented,low activity oriented,medium nature oriented,no food oriented,no shopping oriented
Rizzo Ice Rink,1001 S Front St,39.9331908667,-75.1456254256,3.5,$$,high family oriented,no history oriented,medium activity oriented,low nature oriented,low food oriented,no shopping oriented
Roberto Clemente Park & Playground,1800 Mt Vernon St,39.965164,-75.1675341,4.5,$,high family oriented,low history oriented,medium activity oriented,medium nature oriented,no food oriented,no shopping oriented
Rocky Steps,2600 Benjamin Franklin Pkw,39.9658014703,-75.1811616495,4.5,$,medium family oriented,medium history oriented,medium activity oriented,low nature oriented,low food oriented,low shopping oriented
Rodin Museum,2151 Benjamin Franklin Pkwy,39.9619653,-75.1739912,4.0,$$,low family oriented,high history oriented,low activity oriented,medium nature oriented,no food oriented,low shopping oriented
Roxborough Dog Park,4123 Mitchell St,40.027028,-75.211422,3.5,$$,low family oriented,no history oriented,medium activity oriented,medium nature oriented,no food oriented,no shopping oriented
Ryerss Museum & Library,7370 Central Ave,40.0686225,-75.0886261,4.0,$,high family oriented,high history oriented,low activity oriented,medium nature oriented,no food oriented,no shopping oriented
S and J Seafood,713 S 52nd St,39.9485085,-75.227008,3.5,$,low family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Sassafras Bar,48 S 2nd St,39.948832,-75.144063,4.5,$$,no family oriented,medium history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Scanlon's Saloon,4201 Manayunk Ave,40.0263844,-75.2154182,3.5,$,low family oriented,low history oriented,low activity oriented,no nature oriented,medium food oriented,no shopping oriented
Schuylkill Banks,"2501 Walnut St, Ste 206",39.9521288,-75.1807123,4.5,$,high family oriented,medium history oriented,medium activity oriented,high nature oriented,low food oriented,no shopping oriented
Schuylkill Center For Environmental Education,8480 Hagys Mill Rd,40.05579,-75.252292,5.0,$,high family oriented,medium history oriented,medium activity oriented,high nature oriented,low food oriented,low shopping oriented
Schuylkill River Dog Run,2500 Spruce St,39.9491012403,-75.1823992098,4.5,$,no family oriented,no history oriented,medium activity oriented,medium nature oriented,no food oriented,no shopping oriented
Schuylkill River Park,300 S 25th St,39.9488054891,-75.1817243795,4.5,$,high family oriented,low history oriented,medium activity oriented,high nature oriented,no food oriented,no shopping oriented
Science History Institute,315 Chestnut St,39.9490708,-75.1464205,4.5,$,medium family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Sedgely Woods Disc Golf Club,33rd St & Oxford St,39.9814298488,-75.19176174,4.0,$,medium family oriented,no history oriented,high activity oriented,high nature oriented,no food oriented,no shopping oriented
Seger Dog Park,1001 Rodman St,39.943364,-75.159817,4.5,$$,high family oriented,no history oriented,medium activity oriented,low nature oriented,no food oriented,low shopping oriented
Shane Confectionery,110 Market St,39.9495474,-75.1426984,4.5,$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,high food oriented,high shopping oriented
Shaxian Delicacies,106 N 10th St,39.9539055256,-75.1563203707,3.5,$$,low family oriented,no history oriented,no activity oriented,no nature oriented,high food oriented,no shopping oriented
Shibe Vintage Sports,137 S 13th St,39.9494082,-75.1618172,4.5,$$,low family oriented,medium history oriented,no activity oriented,no nature oriented,no food oriented,high shopping oriented
Shofuso Japanese House & Garden,Horticultural Dr And Lansdowne Dr,39.981419,-75.213578,4.0,$$$,medium family oriented,high history oriented,low activity oriented,medium nature oriented,low food oriented,low shopping oriented
ShopRite of Oregon Ave,24th St & W Oregon Ave,39.9196979,-75.1883816,2.5,,low family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,high shopping oriented
Side of the Road Jerk Chicken,6554 North Lambert St.,40.0546082,-75.1545153,4.0,$,low family oriented,no history oriented,low activity oriented,low nature oriented,high food oriented,no shopping oriented
Simeone Foundation Automotive Museum,6825-31 Norwitch Dr,39.9106009,-75.2264093,5.0,$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,low food oriented,low shopping oriented
Singing Fountain,Passyunk Ave And 11th St,39.93027,-75.1629972,4.5,$,medium family oriented,low history oriented,low activity oriented,low nature oriented,medium food oriented,low shopping oriented
Sister Cities Park,18th St & the Benjamin Franklin Pkwy,39.9579448279,-75.1696747541,4.5,$$,high family oriented,low history oriented,medium activity oriented,medium nature oriented,medium food oriented,no shopping oriented
Sky River Helicopters,11301 Norcom Rd,40.0905021115,-75.0074930191,5.0,$$$,low family oriented,no history oriented,high activity oriented,medium nature oriented,no food oriented,no shopping oriented
Smith Memorial Playground & Playhouse,3500 Reservoir Dr,39.981734,-75.195622,4.5,$,high family oriented,medium history oriented,medium activity oriented,medium nature oriented,low food oriented,no shopping oriented
Smoke Cigar & Hookah Lounge,4453 Main St,40.0269376,-75.2265066,3.5,$$,no family oriented,no history oriented,low activity oriented,no nature oriented,no food oriented,low shopping oriented
Sonny's Famous Steaks,228 Market St,39.9499178538,-75.1447920753,4.0,$$,low family oriented,no history oriented,no activity oriented,no nature oriented,high food oriented,no shopping oriented
South Street Bridge,2800 South St,39.9467905885,-75.1868052822,4.0,$,low family oriented,low history oriented,medium activity oriented,high nature oriented,no food oriented,no shopping oriented
South Street Headhouse District,2nd And Lombard St,39.942175,-75.145318,4.0,$$,medium family oriented,medium history oriented,low activity oriented,low nature oriented,high food oriented,high shopping oriented
Spirit of Philadelphia,401 S Columbus Blvd,39.9415984538,-75.1405771664,3.0,$$$,medium family oriented,low history oriented,low activity oriented,medium nature oriented,low food oriented,no shopping oriented
Spirits of '76 Ghost Tours,325 Chestnut St,39.949088,-75.147154,3.0,$$$,medium family oriented,high history oriented,medium activity oriented,low nature oriented,no food oriented,no shopping oriented
Spruce Street Harbor Park,121 N Columbus Blvd,39.9445424967,-75.1414754636,4.0,$$$,high family oriented,low history oriented,medium activity oriented,medium nature oriented,high food oriented,low shopping oriented
SS United States,82 S Delaware Ave & Pier 70 Blvd,39.9247029,-75.1415258,5.0,$,low family oriented,high history oriented,no activity oriented,low nature oriented,no food oriented,no shopping oriented
St John the Evangelist Church,21 S 13th St,39.9511969,-75.1613725,5.0,$,low family oriented,medium history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Standard Tap,901 N 2nd St,39.96414,-75.1405144,4.0,$$,low family oriented,no history oriented,low activity oriented,low nature oriented,high food oriented,no shopping oriented
Strangelove's,216 S 11th St,39.948089,-75.1592111423,4.0,$$,low family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Strawberry Green Driving Range,1500 N 33rd St,39.9812514475,-75.1905192063,3.0,$$,low family oriented,no history oriented,medium activity oriented,medium nature oriented,low food oriented,no shopping oriented
StrEATS of Philly Food Tours,"1500 Market St, Ste W-3110",39.9523167,-75.1664857,5.0,$$$,medium family oriented,medium history oriented,low activity oriented,no nature oriented,high food oriented,low shopping oriented
Suplex Philadelphia,624 South St,39.9419716,-75.1531084,4.0,$$,low family oriented,no history oriented,low activity oriented,no nature oriented,no food oriented,high shopping oriented
Suraya,1528 Frankford Ave,39.9736865005,-75.1339557767,4.5,$$$,medium family oriented,high history oriented,low activity oriented,medium nature oriented,high food oriented,low shopping oriented
Swag Boutique,935 N 2nd St,39.9650524,-75.140481,4.5,$$,low family oriented,no history oriented,no activity oriented,no nature oriented,low food oriented,high shopping oriented
Swann Memorial Fountain,Logan Square,39.956385,-75.1705897,4.5,$,medium family oriented,high history oriented,low activity oriented,medium nature oriented,low food oriented,no shopping oriented
Tableau at PAFA,128 N Broad St,39.9556239,-75.1634392,3.5,$,low family oriented,medium history oriented,low activity oriented,low nature oriented,high food oriented,no shopping oriented
Tattooed Mom,530 South St,39.9416802,-75.1519159,4.0,$$,medium family oriented,no history oriented,low activity oriented,no nature oriented,high food oriented,no shopping oriented
Terakawa Ramen,204 N 9th St,39.955402,-75.154484,4.5,$$,low family oriented,no history oriented,no activity oriented,no nature oriented,high food oriented,no shopping oriented
Terry Cheese Steak,3601-3699 Spruce St,39.9509405865,-75.1963127976,5.0,$,low family oriented,no history oriented,no activity oriented,no nature oriented,high food oriented,no shopping oriented
Thaddeus Kosciuszko National Memorial,301 Pine St,39.9434615439,-75.1472549275,4.0,$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
The A-Space,4722 Baltimore Ave,39.9483428,-75.2177204,4.5,$,low family oriented,low history oriented,low activity oriented,no nature oriented,medium food oriented,low shopping oriented
The African American Museum in Philadelphia,701 Arch St,39.9532614,-75.1517562,3.5,$$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,low shopping oriented
The American Swedish Historical Museum,1900 Pattison Ave,39.9059506526,-75.1810532598,5.0,$$,high family oriented,high history oriented,low activity oriented,medium nature oriented,medium food oriented,low shopping oriented
The Athenaeum of Philadelphia,219 S 6th St,39.9468995454,-75.1511258641,5.0,$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
The Barnes Foundation,2025 Benjamin Franklin Pkwy,39.9605399867,-75.1725628227,4.0,$$$,low family oriented,high history oriented,low activity oriented,low nature oriented,medium food oriented,low shopping oriented
The Betsy Ross House,239 Arch St,39.9522798,-75.1446095,4.0,$$,medium family oriented,high history oriented,low activity oriented,low nature oriented,low food oriented,medium shopping oriented
The Big Bus Company,600 Market St,39.9505117,-75.1507681,3.5,$$$,medium family oriented,high history oriented,low activity oriented,low nature oriented,no food oriented,no shopping oriented
The Center For Art In Wood,141 N 3rd St,39.95339409,-75.14478933,4.5,$$$,low family oriented,medium history oriented,low activity oriented,low nature oriented,no food oriented,medium shopping oriented
The Comcast Experience HD Video Wall,1701 Arch St,39.9544765361,-75.1685419632,4.0,$,high family oriented,low history oriented,low activity oriented,no nature oriented,low food oriented,no shopping oriented
The Constitutional Walking Tour,525 Arch St,39.9540249,-75.1488831,4.0,$$,medium family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
The Fabric Workshop and Museum,1214 Arch St,39.9537173,-75.1602156,4.0,$,low family oriented,low history oriented,low activity oriented,no nature oriented,no food oriented,medium shopping oriented
The Franklin Institute Science Museum,222 N 20th St,39.9582109,-75.1731373822,4.0,$$$,high family oriented,low history oriented,medium activity oriented,no nature oriented,low food oriented,low shopping oriented
The Horticulture Center,100 N Horticultural Dr,39.9834081617,-75.2104556483,4.5,$,medium family oriented,low history oriented,low activity oriented,high nature oriented,medium food oriented,low shopping oriented
The Hubble Bubble Hookah Lounge,1000 Diamond St,39.9834801,-75.1499321,4.0,$$,low family oriented,no history oriented,low activity oriented,no nature oriented,medium food oriented,no shopping oriented
The Irish Memorial Monument,Front St And Chestnut St,39.9481737,-75.1424642,4.0,$,medium family oriented,high history oriented,low activity oriented,medium nature oriented,no food oriented,no shopping oriented
The Masonic Library and Museum of Pennsylvania,1 N Broad St,39.9536351,-75.1627465,4.0,$$$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,low shopping oriented
The Metropolitan Opera House,858 N Broad St,39.9698791,-75.160284,3.0,$$$,low family oriented,medium history oriented,low activity oriented,no nature oriented,medium food oriented,no shopping oriented
The Musical History Tours,6TH St And Market St,39.9507334382,-75.1501874998,5.0,$$$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
The Mütter Museum,19 S 22nd St,39.953274,-75.176587,4.0,$$$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,low shopping oriented
The Navy Yard,4747 S Broad St,39.8931518,-75.1745567,4.0,$$,medium family oriented,high history oriented,medium activity oriented,medium nature oriented,medium food oriented,low shopping oriented
The Oval,Eakins Oval,39.9637657632,-75.1785304025,4.0,$$,high family oriented,low history oriented,medium activity oriented,medium nature oriented,high food oriented,low shopping oriented
The Philadelphia Orchestra,300 S Broad St,39.946795,-75.165666,4.5,$$,low family oriented,medium history oriented,low activity oriented,no nature oriented,low food oriented,no shopping oriented
The Philadelphia Shakespeare Theatre,2111 Sansom St,39.9517253,-75.176107,4.5,$$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
The Piazza,1001 N 2nd St,39.9665611,-75.1399899,3.5,$$$,medium family oriented,no history oriented,medium activity oriented,low nature oriented,high food oriented,medium shopping oriented
The Pleasure Chest,2039 Walnut St,39.9508319,-75.1751267,3.5,$$,no family oriented,no history oriented,low activity oriented,no nature oriented,no food oriented,high shopping oriented
The Porch At 30th Street Station,2955 Market St,39.9549101998,-75.1823393146,4.0,$,medium family oriented,low history oriented,medium activity oriented,medium nature oriented,high food oriented,low shopping oriented
The President's House,600 Market St,39.9505118852,-75.1507678628,4.0,$,low family oriented,high history oriented,low activity oriented,low nature oriented,no food oriented,no shopping oriented
The Rocky Statue,2600 Benjamin Franklin Pkwy,39.9651747614,-75.179284802,4.0,$,medium family oriented,low history oriented,medium activity oriented,low nature oriented,no food oriented,low shopping oriented
The Rosenbach,2008-2010 Delancey Pl,39.9473446,-75.1749863,4.5,$$,low family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,low shopping oriented
The Schuylkill River Loop,1 Boathouse Row,39.9695828,-75.1876317,4.5,$,medium family oriented,low history oriented,high activity oriented,high nature oriented,low food oriented,no shopping oriented
The Signer's Garden,498 Chestnut St,39.9488186002,-75.1489040628,4.5,$,medium family oriented,high history oriented,low activity oriented,low nature oriented,no food oriented,no shopping oriented
The Towpath,Alongside the Manayunk Canal & the Schuylkill River,40.0288905,-75.226028,4.0,$,medium family oriented,medium history oriented,medium activity oriented,high nature oriented,low food oriented,low shopping oriented
The Turf Club,"700 Packer Ave, Ste 2",39.9089296,-75.1626553,1.5,$$,no family oriented,no history oriented,low activity oriented,low nature oriented,low food oriented,no shopping oriented
The United States Mint,151 N Independence Mall E,39.9533704258,-75.148115658,4.0,$,medium family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,medium shopping oriented
The Wanamaker Eagle,1300 Market St,39.9514445941,-75.1621564708,5.0,$,medium family oriented,high history oriented,low activity oriented,no nature oriented,no food oriented,medium shopping oriented
Tullycross Fine Irish Handcrafts,110 South St,39.9409003,-75.1444366,5.0,$$,low family oriented,medium history oriented,no activity oriented,no nature oriented,low food oriented,high shopping oriented
University Family Fun Center,4006 Spruce St,39.9515382,-75.2034857,4.0,$$,high family oriented,low history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Urban Jungle,1526 E Passyunk Ave,39.9303878,-75.1630645,4.0,$$,low family oriented,no history oriented,low activity oriented,medium nature oriented,no food oriented,high shopping oriented
US Post Office,4431 Main St,40.0265654,-75.2258972,2.5,$,no family oriented,no history oriented,low activity oriented,no nature oriented,no food oriented,no shopping oriented
Vape Scorpion,10859 Bustleton Ave,40.1104904,-75.0239261,2.5,$$,no family oriented,no history oriented,no activity oriented,no nature oriented,no food oriented,medium shopping oriented
Wagner Free Institute of Science,1700 W Montgomery Ave,39.980651,-75.16287,5.0,$,medium family oriented,high history oriented,low activity oriented,low nature oriented,no food oriented,low shopping oriented
Walnut Lane Golf Club,800 Walnut Ln,40.0302273,-75.2028247,3.0,$$$,medium family oriented,low history oriented,medium activity oriented,high nature oriented,no food oriented,no shopping oriented
Walt Whitman Bridge,3100 S Front St,39.9054184489,-75.1297850597,3.5,$$$,no family oriented,low history oriented,low activity oriented,medium nature oriented,no food oriented,no shopping oriented
Washington Monument,2451 Benjamin Franklin Pkwy,39.9629268,-75.1782361,4.5,$,low family oriented,high history oriented,low activity oriented,low nature oriented,no food oriented,no shopping oriented
Washington Square Park,W Washington Sq,39.947059,-75.152342,4.5,$,medium family oriented,high history oriented,low activity oriented,medium nature oriented,low food oriented,no shopping oriented
Weccacoe Playground,400 Catharine St,39.9379296,-75.1507073,4.5,$,high family oriented,no history oriented,medium activity oriented,medium nature oriented,low food oriented,no shopping oriented
Wine School of Philadelphia,109 S 22nd St,39.952073,-75.176908,4.5,$$$,no family oriented,medium history oriented,low activity oriented,no nature oriented,medium food oriented,no shopping oriented
Wissahickon Park,Lincoln Dr & Rittenhouse Ln,40.0293766,-75.1889039,4.5,$,medium family oriented,medium history oriented,medium activity oriented,high nature oriented,low food oriented,no shopping oriented
Wissahickon Valley Trail,Valley Green Rd At Wissahickon,40.0855907865,-75.2297830582,4.5,$,high family oriented,medium history oriented,medium activity oriented,high nature oriented,low food oriented,no shopping oriented
Wonderspaces Philadelphia,27 N 11th St,39.9522972,-75.1576716822,4.5,$$,medium family oriented,no history oriented,low activity oriented,no nature oriented,low food oriented,no shopping oriented
Woodmere Art Museum,9201 Germantown Ave,40.0831862,-75.2194183,4.5,$$,medium family oriented,medium history oriented,low activity oriented,low nature oriented,no food oriented,low shopping oriented
Xenos Candy 'N' Gifts,231 Chestnut St,39.9486947,-75.1452689,4.0,$,low family oriented,low history oriented,no activity oriented,no nature oriented,medium food oriented,high shopping oriented
Yards Brewing Company,500 Spring Garden St,39.9609706195,-75.146908,4.0,$$,low family oriented,medium history oriented,low activity oriented,no nature oriented,medium food oriented,low shopping oriented
